272105509,48084634,xxxtentacion - YuNg BrAtZ Prod. STAIN,alternativerock,1271007.0,28174.0
270817339,10494998,Stole Your Luv ++ Prod. Lyle LeDuff,alternativerock,4723663.0,94837.0
263994790,99685284,Hollywood Dreams /  Comedown (Prod. by FKi & Louis Bell),alternativerock,3007916.0,50156.0
274770566,505203,Playboi Carti - Pump Fake! (Freestyle),alternativerock,1050026.0,28004.0
229528669,3932070,"b""Emperor's New Clothes""",alternativerock,5253830.0,79319.0
283695246,250567331,Lil Yachty - Tip Toe,alternativerock,110297.0,3886.0
36650065,1377057,Imagine Dragons - Demons,alternativerock,10514587.0,186875.0
260906332,48084634,KING,alternativerock,560208.0,12440.0
226032182,3932070,Victorious,alternativerock,4363867.0,72345.0
261371411,180986905,xxxtentacion - Valentine (Prod. xxx & Mikey The Magician),alternativerock,474623.0,8303.0
239916720,3932070,"b""Don't Threaten Me With A Good Time""",alternativerock,1702571.0,33672.0
234911637,3932070,LA Devotee,alternativerock,1715380.0,31096.0
283621889,67377000,(NEWWORLDORDER)Featuring LILTRACY Prod.RONNYJ & SLIGHT,alternativerock,260401.0,9254.0
254864491,1856723,HandClap,alternativerock,782160.0,21215.0
284325533,67377000,DONALDTRUMPHASNOTAPE! PROD. SMOKEASAC,alternativerock,133480.0,5009.0
276089295,12891691,Outshine (prod. Jay Storm),alternativerock,315371.0,7780.0
287308642,29341932,Mackned X Lil Peep - Missed Calls (Prod. By Savior) ** GBC,alternativerock,27898.0,1795.0
263991099,99685284,Oh God (Prod. by Post Malone & Rex Kudo),alternativerock,1217989.0,16585.0
279376647,67962887,Rich The Kid & Migos - Check Prod.by labcook,alternativerock,429112.0,12960.0
272688620,2406814,Sometimes I Wonder (prod. Corey Lingo + PoloBoi Shawty),alternativerock,426847.0,11586.0
269224082,67377000,TheHumanCentipede PROD. KELLBENDER,alternativerock,547602.0,12861.0
287233394,266075,Kiss Me (feat. Lil Peep) [prod. by Lederrick x Smokeasac),alternativerock,24562.0,1458.0
279987117,67377000,GONE (Interlude),alternativerock,244495.0,7389.0
252831501,67377000,I LIKE BRICKS PROD.VZNXM,alternativerock,790929.0,16103.0
57372571,22054085,Pierce The Veil - King for a Day ft. Kellin Quinn,alternativerock,6878410.0,80324.0
274002785,105574991,#FREEXXXTENTACION,alternativerock,129800.0,3029.0
261690360,67377000,KATE MOSS FT. TREEZ LOWKEY Prod.Treez Lowkey,alternativerock,574088.0,11224.0
284272000,225793518,"b""Sam Prock & juxta - King's Fools (Time Speck Collab)""",alternativerock,55090.0,1058.0
269170923,114960460,Treat You Better Lyrics - Shawn Mendes (Official) HD,alternativerock,700825.0,4516.0
253902064,2406814,My Woe (prod. Mexiko Dro),alternativerock,536711.0,14751.0
280841427,14610102,Coke w/ LiL PEEP (Prod. Slight),alternativerock,178869.0,5033.0
275112485,67377000,Laffy Taffy(Remix),alternativerock,343841.0,10007.0
272689546,2406814,Ball Forever (prod. Krookz),alternativerock,329776.0,10013.0
286277403,178913424,Stitches - Through The Mail (Produced By @jimmyduvalmusic) #TMI TmiGang #FuckAJob,alternativerock,26813.0,702.0
116206377,45843856,The Killers - Mr. Brightside,alternativerock,1441263.0,20336.0
277591633,67377000,BLOW! Prod RayyAyy,alternativerock,315767.0,9651.0
276005991,67377000,DURAGFLOWZ Prod.RayyAyy,alternativerock,314812.0,9281.0
274133315,2406814,Plenty [Clout] (prod. MexikoDro),alternativerock,279229.0,7758.0
269321015,233919827,Heathens - Nightcore (Twenty One Pilots),alternativerock,192135.0,1790.0
204611866,59788019,The Eden Project (Feat. Leah Kelly) - Crazy In Love,alternativerock,680118.0,10822.0
285479794,7761734,Boot In The Booth ft Ski Mask The Slump God  [Prod.Bangkok Rules],alternativerock,17367.0,894.0
225768931,4263813,Green Day - Basket Case,alternativerock,1770245.0,34396.0
286655253,91517026,Money Mitch (win32 remix),alternativerock,22905.0,925.0
263915160,226517465,Immortals,alternativerock,238382.0,3816.0
276500477,70904209,Lil Uzi Vert - Flexing On Purpose Ft. Young Thug & 21 Savage,alternativerock,154282.0,3627.0
50909581,1072199,Pierce The Veil - Bulls In The Bronx,alternativerock,3936429.0,50001.0
282386982,178913424,STITCHES - Gangsta Forever (Produced By @JIMMYDUVALMUSIC) #TMI #FUCKAJOB #tmigang,alternativerock,80552.0,1377.0
232870104,75403832,Three Days Grace - I Hate Everything About You,alternativerock,742659.0,9764.0
275298144,182689078,Wicca Phase Springs Eternal- Horse Head & Cold Hart - So Down (Remix) (prod. Horse Head & Jayyeah),alternativerock,31007.0,903.0
286591205,149230786,XXXTENTACION - HAPPY HALLOWEEN (FUCK THE POPULATION) Check description,alternativerock,14453.0,606.0
18662528,4781093,"b""Build God- Then We'll Talk""",alternativerock,837625.0,11485.0
278372354,78592473,Mc Pikachu - Vai toma sua Gostosa ft Mc Fiot [Verso dos Bailes] Lanamento 2016,alternativerock,187681.0,2380.0
255099270,178913424,Stitches - One Million Dimes #TMI #FuckAJob,alternativerock,547688.0,6820.0
258346523,2406814,Unemployed ft. Mar90s (Prod. Shing),alternativerock,422047.0,10240.0
36650067,1377057,Imagine Dragons - On Top Of The World,alternativerock,3234601.0,49844.0
