,track_id,user_id,title,genre,playback_count,likes_count
2145,286240423,52340638,Dj Chris - DancehallThing  Vol.1,reggae,21962.0,1462.0
2146,14698693,4524219,SOJA - Here I Am,reggae,3119256.0,32030.0
2147,258882226,2426044,King Taco,reggae,642021.0,12149.0
2148,273543450,28270707,Red Dress - MAGIC,reggae,212627.0,4184.0
2149,227353243,450214,Nesbeth - My Dream [Entertainment Soul 2015],reggae,456825.0,8594.0
2150,285298672,241099723,Love,reggae,31146.0,1231.0
2151,48063638,11374671,Maneva - Meu pai é Rastafar-I,reggae,1780229.0,16283.0
2152,9323944,2792269,Let's Do It Again,reggae,1064236.0,18772.0
2153,82383589,3002442,Macklemore - Thrift shop,reggae,1244733.0,15015.0
2154,280224093,15029775,Maestro Bê_ Joga Essa Bunda No Chão_(( DJ SWAT Odj )) Medley 1,reggae,38594.0,1407.0
2155,152497683,2128143,Smokin' Love (feat. Collie Buddz),reggae,2401136.0,44667.0
2156,250914930,5375990,Alkaline-Conquer The World,reggae,456648.0,6984.0
2157,265499758,95432691,Wisin Feat Prince Royce - Tu Libertad,reggae,319730.0,2865.0
2158,283428576,44807198,Beautiful - Flori Mumajesi Ft. Ledri Vula,reggae,21138.0,552.0
2159,1309601,488422,Alborosie - Herbalist,reggae,1943973.0,28650.0
2160,196685214,97981939,"Punjabi Song Na Na Na Na, Mera Tera Boyfriend Tu Meri Girlfriend -[ www.freshmp3.eu ].mp3",reggae,2225478.0,36103.0
2161,274248025,6036980,Angel,reggae,185494.0,3675.0
2162,213808607,57837784,Natiruts - Andei Só,reggae,645578.0,9154.0
2163,87161867,1330913,Feeling Alright,reggae,2086944.0,27909.0
2164,232040661,94833463,Falsetto Y Sammy Ft. Juanka El Problematik – Quitate La Ropa (Official Remix),reggae,963849.0,7966.0
2165,271633517,4820783,Is This Love - Bob Marley Feat. LVNDSCAPE & Bolier,reggae,91861.0,2879.0
2166,256632413,1330913,Pretty Lady,reggae,245201.0,3435.0
2167,140365158,1330913,Roots Reggae Music (Feat. Don Carlos),reggae,1921999.0,25322.0
2168,156902015,69117513,Natiruts - Liberdade pra dentro da cabeça ♫ Reggae Músic,reggae,1579487.0,16554.0
2169,80444481,1832062,Fiji - Lonely Days feat. J Boog,reggae,2543746.0,31772.0
2170,285359703,13491546,Jiggle It,reggae,37756.0,1495.0
2171,264975870,5375990,Vybz Kartel-Western Union,reggae,302669.0,5927.0
2172,287151304,5224343,CHOPPA DUNKS & UFO!,reggae,10244.0,640.0
2173,48065265,11374671,Maneva - Exodo,reggae,1452255.0,13264.0
2174,694343,211806,Natiruts - Reggae Power,reggae,2153308.0,20323.0
2175,254122722,29516510,POPCAAN - FEEL GOOD,reggae,178238.0,3814.0
2176,284763058,120469204,"PARTYNEXTDOOR - ""Only You (Remix)"" feat. Popcaan",reggae,28351.0,1041.0
2177,6482617,1580653,Dread Mar I - Tu Sin Mi,reggae,2964510.0,20737.0
2178,29100282,9253888,Before I Leave - Jah Cure,reggae,1937446.0,28122.0
2179,100690546,9166160,Chronixx Here Comes Trouble,reggae,1948550.0,31849.0
2180,12275389,2281203,Old School Reggae Mix,reggae,2157487.0,31860.0
2181,256632468,1330913,Inhale Exhale (feat. Protoje),reggae,335644.0,6719.0
2182,82716127,29220287,Abrem-se os caminhos - Edi Rock Ft. Alexandre Carlo (Natiruts) e Falcão (O Rappa),reggae,902334.0,9922.0
2183,67153461,7940445,SOJA Feat O Rappa - Everything Changes,reggae,2099114.0,14518.0
2184,158186681,4524219,SOJA - Easier (feat. Anuhea & J Boog),reggae,1984639.0,25453.0
2185,250710183,50667414,Lay You Down Easy  - Main,reggae,616205.0,12027.0
2186,169506736,5308946,Cultura Profetica - Saca Prende Y Sorprende,reggae,1755851.0,21226.0
2187,31461730,10081047,BOB MARLEY & UB40 MIX,reggae,1119269.0,11274.0
2188,123449048,26830252,Onze20 - Pra Você,reggae,4864100.0,38509.0
2189,70633289,18901916,"Sorri, Sou Rei - Natiruts",reggae,1955524.0,17238.0
2190,259649991,39772576,Li₩izz¥ Moore - Ikol Ne E-So-Ran (AnFAST Cover) Ft Charlie Samuel,reggae,519183.0,6323.0
2191,285123043,1803989,Jah Cure - Telephone Love,reggae,31035.0,1598.0
2192,91840087,44542364,Dhyo haw - Ada Aku Disini,reggae,2090826.0,14315.0
2193,165843953,7154252,Sammielz - Let Us Be (2014 EP),reggae,880699.0,12758.0
2194,9637967,2884015,Stephen Marley & Damian Marley - Jah Army,reggae,1480433.0,26276.0
2195,218152200,2128143,Choice is Yours (feat. Slightly Stoopid),reggae,1348106.0,28373.0
2196,33643551,3662067,The Expendables - Bowl For Two,reggae,1745813.0,23170.0
2197,268509601,7479309,All $muney 16,reggae,210518.0,3806.0
2198,226348652,94833463,Ozuna - Corazon De Seda,reggaeton,7254162.0,76963.0
2199,286256602,101798229,Coronamos Remix Feat. Varios Artistas,reggaeton,324910.0,14049.0
2200,285359133,7814277,"Culpable Remix ft Anuel ,  Kevin Roldan , Noriel , Bryant Myers , Darkiel",reggaeton,526072.0,17025.0
2201,266339509,201697215,Ozuna - Te Vas (El Cientifico Version) Remake,reggaeton,4998773.0,56157.0
2202,276692121,182692354,Zion Y Lennox Ft. J Balvin - Otra Vez (Prod. Dyaze) (Edit Extended),reggaeton,1444324.0,19032.0
2203,258004142,96398800,Daddy Yankee - Shaky Shaky (Prod. by Dj Urba & Rome),reggaeton,4756211.0,62467.0
2204,270770419,44703218,"Un Bellaqueo - Ozuna FT. Alexio, Pusho & Juanka El Problematik",reggaeton,2425707.0,33322.0
2205,244081462,144468783,"Pepe Quintana - Ella y Yo ( Official Audio ) ft. Farruko , Anuel , Tempo , Almighty , Bryant Myers",reggaeton,6551392.0,72631.0
2206,237732396,191231654,Si Tu Marido No Te Quiere (Remix),reggaeton,4328749.0,42160.0
2207,271501527,21989510,DM - Cosculluela,reggaeton,1239326.0,19695.0
2208,260313004,321366,Dj Nelson Anuel AA Ft. Farruko -  Ayer (Official Remix),reggaeton,1777492.0,25045.0
2209,266868998,76758504,Ya Me Entere Remix - Reik & Nicky Jam (Remix lo nuevo 2016),reggaeton,1519183.0,16640.0
2210,266280036,3511713,La Bicicleta - Carlos Vives Ft. Shakira (Dj Gindor Rmx),reggaeton,3178494.0,27701.0
2211,237726150,191231654,Si Tu Marido No Te Quiere,reggaeton,2948910.0,25940.0
2212,259714722,26912058,Enrique Iglesias - Duele El Corazon Ft Wisin - Anthony Fabian Exclusive,reggaeton,1415902.0,13732.0
2213,255464960,116146073,Snap Chat  (feat. Anuel  Aa),reggaeton,2411196.0,33427.0
2214,286772103,96398800,D.OZi Feat J Alvarez & Darkiel - Por Que Me Peleas ( Official Remix ),reggaeton,75200.0,5024.0
2215,258821625,84712060,Daddy Yankee - Shaky Shaky,reggaeton,1255819.0,18441.0
2216,219392906,154181977,"Alexio Ft. Daddy Yankee, Nicky Jam, Farruko y Mas - Tumba La Casa (Remix)",reggaeton,10972002.0,91843.0
2217,259558010,23999329,Por Qué Sigues Con Él Remix - Kevin Roldan ft Bryant Myers,reggaeton,1616256.0,22319.0
2218,248868673,34811991,"La Ocasión (feat. Arcangel, Ozuna Y Anuel)",reggaeton,2151306.0,29241.0
2219,282741734,107325179,Bebe - Brytiago,reggaeton,407676.0,11229.0
2220,260318359,321366,"Nio Garcia, Anuel, Bryant Myers, - Volverte A Ver (Flow La Discoteka 3)Prod. Dj Nelson",reggaeton,1618678.0,22153.0
2221,278158606,110997988,"Benny Benni Ft. Anuel AA, Bryant Myers, Farruko, Darkiel, Noriel, Nio Garcia Y Almighty - Maliante HP Remix Oficial",reggaeton,610133.0,9004.0
2222,256774125,5864695,DRAKE- CONTROLLA (FEAT. POPCAAN) *HQ*,reggaeton,4432448.0,50099.0
2223,249486685,179588244,J Balvin - Ginza (feat. Anitta),reggaeton,3030395.0,35528.0
2224,242325204,200010580,Anuel - Ayer (Prod. Dj Nelson Y Dj Luian) (Flow La Discoteka 3) (WWW.ELGENERO.COM),reggaeton,1175257.0,15110.0
2225,268657208,13280596,Pouya X Germ X Shakewell - Energy 2 ( Prod. Chevali & Diego Farias ),reggaeton,1590842.0,39080.0
2226,143244915,23999329,Una Noche Más - Kevin Roldan ft Nicky Jam,reggaeton,15000515.0,124541.0
2227,230866093,164291323,(R.A.F)Maluma ft Cosculluela - Pretextos,reggaeton,5326029.0,47213.0
2228,266815308,145092644,Obsesionado - Farruko,reggaeton,345050.0,5230.0
2229,277574883,3793489,Otra Vez - J Balvin Ft Zion & Lenox (RMX)(DjChynoer),reggaeton,393028.0,4925.0
2230,137465378,44002365,"Nicky Jam   Voy A Beber Remix 2 Ft Ñejo, Farruko Y Cosculluela",reggaeton,14501315.0,108752.0
2231,255076905,192521815,D Enyel Ft. Ozuna Y Alexio La Bestia – Hablale (Remix),reggaeton,1446783.0,15986.0
2232,79311766,5545580,Nicky Jam Ft. Maluma - Juegos Prohibidos (Official Remix),reggaeton,13401711.0,88694.0
2233,285056062,167417629,Dj Luigi - Reggaeton Karmoso 9,reggaeton,201363.0,4806.0
2234,230930409,182692354,Maluma - El Perdedor (Prod. Dyaze) (Edit Extended)(DESCARGA BUY),reggaeton,1579836.0,12151.0
2235,255233538,192521815,Ozuna Ft Daddy Yankee - No Quiere Enamorarse (Official Remix) (LMNDReggaeton),reggaeton,1478194.0,13988.0
2236,259474016,17388984,Anuel AA - Sola (Violin By Frabian Eli & Prod. By Tainy),reggaeton,1747759.0,23628.0
2237,213765763,18086604,Te Busco Nicky Jam Ft Cosculluela Pro By DjRoy Produce Solo,reggaeton,2712833.0,27823.0
2238,120215345,23999329,Salgamos - Kevin Roldan Ft Andy Rivera & Maluma,reggaeton,11377142.0,74621.0
2239,285695913,84712060,"Benny Benni Ft Farruko, Ozuna, Juanka El Problematik & Bryant Myers - La Para Bi…",reggaeton,79651.0,3462.0
2240,165418749,29261359,Tremenda Sata (Official Remix)- Arcangel Ft. De La Ghetto- Plan B- Daddy Yankee Y Nicky Jam,reggaeton,10873744.0,71081.0
2241,228053262,14914723,Yandel - Encantadora Dembow Remix Dj Golden,reggaeton,5283998.0,39490.0
2242,250711833,192406447,Volverte A Ver - Anuel AA & Bryant Myers,reggaeton,1090391.0,13417.0
2243,173762755,7182902,Justin Quiles Ft J Balvin - Orgullo (Official Remix),reggaeton,4115530.0,35478.0
2244,247964878,34004812,Andas En Mi Cabeza Chino Y Nacho Ft Daddy Yanke - Remix Dj Antonio John,reggaeton,1516544.0,9754.0
2245,248503358,110997988,Anuel AA x Kendo Kaponi x Farruko Me Quieren Matar,reggaeton,1384241.0,18253.0
2246,270533683,164291323,(R.A.F) Maluma ft Yandel - El Perdedor (Official Remix),reggaeton,809492.0,8625.0
2247,266361839,96398800,"Gigolo & La Exce, Noriel, Miky Woodz, Juhn ""El All Star"" y Baby Angel - Como Glopeta",reggaeton,677034.0,12311.0
2248,282007923,52335632,Lenny Tavárez Ft. Cosculluela - Si Tu Cama Hablara,reggaeton,232323.0,5935.0
2249,279325315,116146073,Loco de amor - Ft. Randy Prod. Young Hollywood,reggaeton,507440.0,10458.0
2250,223904342,169072728,Franco El Gorila Ft. De La Ghetto Ozuna Y Luigi 21 Plus - Bailen,reggaeton,1554295.0,15492.0
2251,285902850,2274383,Private Ryan Presents Bienvenido A Miami 2016,reggaeton,68088.0,3200.0
2252,15318132,4249306,"Farruko Ft. J Alvarez, Jory & Daddy Yankee - Hoy (Official Remix) (Prod. By Musicologo & Menes)",reggaeton,8191017.0,57645.0
2253,271665160,29261359,Quien Dijo Amigos,reggaeton,364089.0,4169.0
2254,233071602,19733803,Arcangel - 50 Sombras De Austin,reggaeton,2448393.0,35394.0
2255,281871024,252057038,"Bryant Myers - De Camino A Marte  Remix Feat Nortel, Almighty,  Juanka, Brytiago, Darkiel, Darell",reggaeton,231144.0,3846.0
2256,262829785,180091932,Pusho - Te Fuistes Ft. Ozuna,reggaeton,798036.0,10631.0
2257,183208110,7182902,"Alkilados Ft. J Alvarez, El Roockie Y Nicky Jam – Una Cita (Official Remix)",reggaeton,10327471.0,80921.0
2258,270997480,38411569,A Donde Voy - Cosculluela Feat. Daddy Yankee [Oficial],reggaeton,405934.0,5969.0
2259,157204504,67742760,Zion & Lennox Ft. Nicky Jam Y J Balvin - Solo Tu (Official Remix),reggaeton,5891986.0,37087.0
2260,233716798,64790082,(95) Yandel - Nunca Me Olvides - [Deejay D'Piero],reggaeton,573652.0,4631.0
2261,272863805,214062301,Sebastian Yatra – Traicionera (Bruno Torres Remix),reggaeton,283853.0,3255.0
2262,166978346,67742760,Plan B - Choca (Love And Sex),reggaeton,10813665.0,86975.0
2263,279007402,120340959,"Me Reclama (Remix) - Kevin Roldan, Ozuna, Luigi 21 Plus, Alexio, Pusho",reggaeton,198357.0,3771.0
2264,91447395,7620893,Farruko - Besas Tan Bien (Www.FarrukoWeb.wordpress.com),reggaeton,7962070.0,67027.0
2265,168360155,72062036,Reykon Ft Nicky Jam - Secretos (Official Remix).mp3,reggaeton,4080435.0,44569.0
2266,277028012,116146073,"Lary Over - Threesome (remix) Ft Juanka El Problematik, Lyan, Lito Kirino",reggaeton,415626.0,10012.0
2267,70762897,12159736,Wisin y Yandel Ft Daddy Yankee - Hipnotisame,reggaeton,8560288.0,53578.0
2268,163391220,7182902,"J Alvarez FT Jory, Maluma y Ken-Y - Amor En Practica (Remix)",reggaeton,5736528.0,34296.0
2269,268535387,159080625,Acercate - De La Ghetto,reggaeton,474380.0,6141.0
2270,284490070,14507855,DJ FERMIN - MALDITA PUTA MIX,reggaeton,71838.0,996.0
2271,66419518,1213243,Ella Y Yo-Don Omar & Aventura (Intro Edit) @Deejay_Glow,reggaeton,5376776.0,31565.0
2272,277170755,208461097,"Tarara (Remix) - Alexio Ft Arcangel, Ozuna, Cosculluela, Farruko y Zion",reggaeton,223405.0,3249.0
2273,86060998,12806686,Gyptian Ft. Farruko - Wine Slow,reggaeton,2292448.0,29639.0
2274,189073902,4658053,One Wine | Machel Montano & Sean Paul ft. Major Lazer,reggaeton,6171052.0,97031.0
2275,268287519,28289083,Anuel AA - Ayer [Dj Luian & Dj Nelson],reggaeton,291885.0,3926.0
2276,265204343,27459389,JBalvin - BOBO - Rafik Eddine Cover,reggaeton,452098.0,4898.0
2277,230922640,164291323,(R.A.F) Maluma ft Farruko - Donde Estas,reggaeton,2200692.0,16963.0
2278,174761583,34811991,"La Groupie - De La Ghetto Ft. Nejo, Luigi 21 Plus, Nicky Jam Y Nengo Flow",reggaeton,5790328.0,51219.0
2279,227868155,1112693,Carlitos Rossy - Quien Dijo Amigos,reggaeton,2614301.0,24263.0
2280,279895097,190136753,Bryant Myers - Porque Sigues Con El Ft. Farruko (Remix),reggaeton,187888.0,3081.0
2281,242318691,150330557,Soltera - Arcangel Ft. Farruko y Ñengo Flow,reggaeton,675727.0,8095.0
2282,245115815,137829806,Chino & Nacho Feat. Daddy Yankee - Andas En Mi Cabeza (A†lan6 Mix),reggaeton,460857.0,3083.0
2283,255712744,13208273,Talia Ft. Maluma - Desde Esa Noche ( Kieff Original Mega Xtndd ),reggaeton,1281888.0,6727.0
2284,159418378,23999329,Si No Te Enamorás - Kevin Roldan,reggaeton,6171736.0,45514.0
2285,235933632,180839793,Maluma Ft. Fifth Harmony - Sin Contrato (Jay More Edit),reggaeton,849742.0,6221.0
2286,286603817,183038021,Tu Me Dices feat. Ozuna (Remastered),reggaeton,22436.0,1674.0
2287,203300644,135851042,FANATICA SENSUAL REMIX - LETRA - PLAN B FT NICKY JAM - REGGAETON 2015,reggaeton,1825797.0,14714.0
2288,1709090,593248,Baby Rasta y Gringo Ft Plan B - Ella Se Contradice ( HOT HOT HOT ),reggaeton,6402756.0,41188.0
2289,285605881,253987586,DM Ft. Bryant Myers Brytiago Miky Woodz Eloy Lyan Juhn Y Lary Over - Dile A Tu Marido (Remix),reggaeton,41191.0,953.0
2290,281405866,213330313,"Anuel AA Ft. Nengo Flow, Alexio, Bryant Myers, Juanka, Darell – Armao Siempre Andamos (Remix)",reggaeton,132095.0,2469.0
2291,84776183,40099052,Maluma Ft. Jory Boy - Negarlo Todo,reggaeton,4336555.0,26360.0
2292,257757058,167895757,BAILA CONMIGO - JUAN MAGAN (ALEX EGUI EDIT),reggaeton,432383.0,4462.0
2293,196726693,144082758,"Reggaeton Mix 2015 HD Vol 4 J. Balvin, Farruko, Nicky Jam, Daddy Yankee, Yandel, Plan B, Sean Paul",reggaeton,2054210.0,14502.0
2294,222426775,14269510,"Jowell & Randy Ft. J King, De La Ghetto, Pusho & Alexio La Super Chapiadora (Official Remix 2)",reggaeton,1313183.0,15793.0
2295,271937228,126196309,Anonimus Ft. Arcangel – No Se Ve,reggaeton,149115.0,2960.0
2296,69722590,6577936,Alexis Y Fido Ft. Cosculluela Y Nengo Flow - Blam Blam,reggaeton,4851025.0,32195.0
2297,137438685,23999329,Quien Te Va Amar Como Yo - Ronald El Killa ft Kevin Roldan,reggaeton,6055506.0,38611.0
2298,284313735,10494998,Ready Set Go (VLone) Produced By DP Beatz,rock,6550117.0,161652.0
2299,276951648,3932070,Panic! At The Disco - Bohemian Rhapsody (from Suicide Squad: The Album) (Audio),rock,1286111.0,37697.0
2300,207764841,120468048,Sunday Candy,rock,3136687.0,55832.0
2301,273351234,16858288,Unstoppable,rock,373991.0,7864.0
2302,278939950,4371266,rock + roll,rock,795369.0,20560.0
2303,99845216,31109873,Angel With A Shotgun,rock,7568944.0,92483.0
2304,12841530,3932070,I Write Sins Not Tragedies,rock,10515867.0,141742.0
2305,118388919,63792607,Yellow - Coldplay,rock,11789386.0,148663.0
2306,105032892,3932070,This Is Gospel,rock,12505954.0,150777.0
2307,182511880,31109873,Nightcore - My Demons,rock,5130324.0,61637.0
2308,82826871,6578000,Sweater Weather (Little Daylight Remix),rock,9377240.0,140754.0
2309,45062705,16239438,Hotel California,rock,4796856.0,74533.0
2310,276542939,217040908,Zé Neto e Cristiano - Sonha Comigo,rock,415266.0,4905.0
2311,181958145,3476570,Skillet - Hero,rock,,
2312,115417954,62165970,Queen - Bohemian Rhapsody,rock,4374032.0,64644.0
2313,218562990,108577047,Set it Off - Wolf in Sheep's Clothing,rock,1645923.0,16879.0
2314,278799961,104500660,"Baliye (Laung Gawacha), Quratulain Baloch & Haroon Shahid, Episode 2, Coke Studio 9",rock,722231.0,17184.0
2315,123714278,37332752,Pink Floyd - Wish You Were Here,rock,5036986.0,82709.0
2316,134126496,42297078,Sandy - Men Wara Nadarty / ساندي - من ورا نظارتي,rock,2098666.0,78368.0
2317,95272620,44590038,Attack on titan Full ( Shingeki no Kyojin),rock,4426464.0,49557.0
2318,7723321,2330105,Linkin Park - One Step Closer.mp3,rock,3396458.0,30995.0
2319,227201353,108563171,Henrique E Juliano - Na Hora Da Raiva (DVD2016),rock,4234881.0,39429.0
2320,213950831,2059935,Welcome to the Black Parade,rock,2096562.0,35869.0
2321,57645202,19703074,Red Hot Chili peppers - Californication,rock,8245158.0,109315.0
2322,116996842,1957290,Bring Me The Horizon - Can You Feel My Heart,rock,6705836.0,75940.0
2323,219074813,1818488,In The End,rock,2723555.0,39534.0
2324,118351434,31109873,Nightcore - Courtesy Call,rock,3146097.0,34467.0
2325,151853890,64853574,AC/DC - Thunderstruck,rock,4831776.0,55085.0
2326,121228115,45315622,You're Gonna Go Far Kid - Nightcore,rock,2150268.0,24939.0
2327,76824986,31109873,Nightcore - Cocaine,rock,3841346.0,35580.0
2328,234807762,163656612,Marília Mendonça - O Que É Amor Pra Você ?,rock,1626730.0,12696.0
2329,54552605,21152034,Red Hot Chili Peppers   Scar Tissue,rock,5322174.0,76883.0
2330,194375621,141715876,18.  Warriors,rock,656481.0,10682.0
2331,164767462,32863274,First,rock,5974986.0,97673.0
2332,12806408,3932070,The Ballad Of Mona Lisa,rock,5559281.0,71249.0
2333,50623988,19161121,Linkin Park.- New Divide,rock,6001900.0,61739.0
2334,163140191,108767584,Wonderwall - Oasis,rock,1786260.0,30653.0
2335,254170906,139838847,Aye Khuda Rocky HandSome,rock,241389.0,6388.0
2336,117498487,6610545,Nickelback - How You Remind Me,rock,4232068.0,50389.0
2337,43227597,1818488,BURN IT DOWN,rock,17328264.0,164328.0
2338,47701713,4138932,Coldplay - Clocks,rock,5945648.0,69241.0
2339,282077583,104500660,"Main Raasta, Momina Mustehsan & Junaid Khan, Episode 5, Coke Studio Season 9",rock,309010.0,8940.0
2340,275538006,92128059,Localização (part. Maiara e Maraisa),rock,150437.0,1920.0
2341,263284333,7559526,Bored To Death,rock,1012082.0,36104.0
2342,217907773,4089319,Spirits,rock,1008770.0,21233.0
2343,55979319,21953544,Green Day 21 Guns,rock,7420614.0,84015.0
2344,12841619,3932070,Nine In The Afternoon,rock,7338765.0,77302.0
2345,33890946,546206,Tongue Tied - Grouplove,rock,8223787.0,61794.0
2346,154016669,64853574,AC/DC - Back in Black,rock,1787431.0,20300.0
2347,199630540,103045916,Friends,rock,306912.0,6458.0
